text,label,document_index,subset
tri use length longvarbinari max length sourc record get follow except except condit 239 data except string data right truncat tri bit varying32767 data max length 16384 back maximum length hardcod registercolumntypetypeslongvarbinari 2147000000 bit varyingl,code/design_debt,3351,train
todo right,code/design_debt,3352,train
todo public check usag put appropri method api object,code/design_debt,3353,train
todo right,code/design_debt,3354,train
jason need getsqlpanelselect,code/design_debt,3356,train
todo hard code jdbcodbc bridg jdk14 bring back nvarchar column sql server tabl rowid oracl,code/design_debt,3359,train
alway add plugin good way compar plugin zip extract content moment todo determin best way deriv files checksum plugin zip last extract keep around use current releasexml file come think perhap shouldnt comput checksum exist file dont get current releasexml file,code/design_debt,3361,train
todo verifi,code/design_debt,3362,train
multipl row good,code/design_debt,3363,train
extract class like cascadeinternalframeposition,code/design_debt,3364,train
way check invalid input valid input includ least printabl charact could also includ unprint charact,code/design_debt,3365,train
cast nice framework doesnt meet new requir,code/design_debt,3366,train
todo need one,code/design_debt,3367,train
endkludg,code/design_debt,3368,train
total hack type other1111 type well,code/design_debt,3369,train
jason part status bar,code/design_debt,3370,train
dont call super pack frame caus problem,code/design_debt,3372,train
todo delet,code/design_debt,3373,train
util class read write releas info fromto releasexml file todo springinject class spring bean,code/design_debt,3377,train
todo wont work column valu quot use preparedstat instead hmmm instead insert statement could creat sequenc generat select statement use sequenc pkid select distinct valu would effici approach would also elimin quot problem,code/design_debt,3378,train
follow work swingutilitiesgetroott return instanceof basemdiparentfram swingtuilitiesgetroott return instanc dialog frame code must use,code/design_debt,3379,train
need somehow call sqlresultexecuterpanelrerunselectedresulttabtru someth like sqlresultexecuterpanel panel getpanel panelrerunselectedresulttabtru howev doesnt appli user export tabl content tabl need generic way tabl contain data export field contain placehold inform user let either continu abort chang configur manual rerun queri reload tabl data reexport,code/design_debt,3380,train
split function subclass basefavouriteact,code/design_debt,3381,train
todo renam gettabletyp,code/design_debt,3382,train
todo bizarr couldnt find valid sql drop index,code/design_debt,3383,train
todo dialog handl cancel,code/design_debt,3384,train
refactor depend follow api method getcreatetablesql,code/design_debt,3385,train
set expect checksum sinc dont inform releasexml file todo httpclient use get bytes releasexml perform check,code/design_debt,3388,train
dont complet understand type use databas havent yet time implement support dialect exclud list keep less common use type fail test also sinc type appear java5 current support compil code base use integ valu new type introduc java6 rather type constant name,code/design_debt,3389,train
todo delet class unus,code/design_debt,3390,train
todo find kludg reason abl get sheet size correct alway display size caus subpanel scrollbar show add bit increas size panel scrollbar display,code/design_debt,3391,train
copi java doc matcherreplaceal note backslash dollar sign replac string may caus result differ treat liter replac string dollar sign may treat refer captur subsequ describ backslash use escap liter charact replac string,code/design_debt,3392,train
todo clean mess load plugin load plugin jar class loader,code/design_debt,3393,train
todo subclass hibern dialect provid canpasteto api method hibernatedialect interfac privat static final db2390dialect db2390dialect new db2390dialect,code/design_debt,3394,train
weird dont set column header doesnt line column content,code/design_debt,3395,train
requir otherwis get wide,code/design_debt,3396,train
use render everyon els futur chang use new instanc render data type,code/design_debt,3397,train
refactor depend follow dialect api method getupdatesql,code/design_debt,3399,train
pointbas type map pointbas blob size isnt valid requir size blob set someth reason larg like 16mb default size size specifi that practic useless,code/design_debt,3400,train
data first clone sort doesnt take place array use getvalu todo must sort done thread,code/design_debt,3401,train
todo earliest version support add follow line setsurrendersfocusonkeystroketru help handl problem navig use tab return move cell,code/design_debt,3402,train
set properti valu note may alreadi done anoth instanc datatyp creat handl differ column,code/design_debt,3403,train
drop constraint drop tabl otherwis may drop child tabl prior drop fks would error todo done dialect gettabledropsql method databas specif handlingor ignor problem,code/design_debt,3404,train
silent ignor could anyway,code/design_debt,3405,train
bit hard code use scale number display crazi,code/design_debt,3406,train
todo figur select root node object tree undon dont delay seem like thread race set select node none happen detail pane root node disappear session first open objecttre frame creat realli crappi unreli way fix problem hide problem better understand architectur session creation requir proper solut attempt rmm 20051217,code/design_debt,3407,train
todo temporari sort better way guido fix assertequalssecondstmtsep qt2getsqlstatementsepar,code/design_debt,3408,train
todo mayb checkbox allow user toggl default valu onoff dbs like db2 treat empti string differ default valu null,code/design_debt,3409,train
hack current precis scale way determin valid actual data problem come sourc dbs precisionscal greater report greater precisionscal destin case maximim destin caus definit allow digit left decim troubl without look actual data way tell valid case 00000000789 other 100123 make scale approx onehalf precis accomod digit left right decim hope cover major case,code/design_debt,3413,train
split function subclass basefavouriteact,code/design_debt,3417,train
work around utc daylight save offset,code/design_debt,3418,train
use render everyon els futur chang use new instanc reneder data type,code/design_debt,3419,train
way check invalid input valid input includ least printabl charact could also includ unprint charact,code/design_debt,3420,train
use render everyon els futur chang use new instanc reneder data type,code/design_debt,3421,train
todo handl iter,code/design_debt,3422,train
todo need one,code/design_debt,3423,train
logic suffic tri cope problem follow contradictori rule jdbc api doc statementgetresultset method call per result statementgetupdatecount method call per result statementgetmoreresult result follow true getmoreresult getupdatecount getmoreresult return fals dont know result know isnt result set sinc call getupdatecount getmoreresult would like know updat count first result might allow call getupdatecount intersystem cach driver exampl alway return updatecount simpl insert updat delet statement matter getmoreresult call updatecount never get loop forev discuss issu intersystem peopl told call getupdatecount twice simpl hope cure problem dbs dont care multipl result set,code/design_debt,3424,train
requir otherwis get wide,code/design_debt,3425,train
use render everyon els futur chang use new instanc reneder data type,code/design_debt,3426,train
call result desper fight find place compon split height someon know better way pleas tell ill apreci advic gerdwagneruserssourceforgenet,code/design_debt,3427,train
set properti valu note may alreadi done anoth instanc datatyp creat handl differ column,code/design_debt,3428,train
todo need one,code/design_debt,3429,train
todo springinject class spring bean,code/design_debt,3430,train
todo realli want get sql script replac creat procedur alter procedur put sql pane execut,code/design_debt,3431,train
todo ad quot user want identifi quot,code/design_debt,3432,train
follow ugli convers text byte necessari byte class inconsist ask output hex unsign byte ask read back thing use hex radix insist input must sign get around upsiz convers integ truncat byte final convert byte byte yech,code/design_debt,3433,train
bring back one tabl hope,code/design_debt,3434,train
todo temporari sort better way guido fix iquerytoken qt2 sessionundertestgetquerytoken,code/design_debt,3435,train
handl mous event doubleclick creation popup dialog happen jtextfield jtextarea make inner class within method rather separ inner class done keytexthandl class,code/design_debt,3439,train
