,text,label,document_index
4069,fixme see issue,DEFECT,4069
4070,fixme i not know blocks r cmd check,BUILD,4070
4071,this v15 setseed standard rng kind effect,DEFECT,4071
4072,fixme i not know blocks r cmd check,BUILD,4072
4073,to do filter subjects allow input subjects ie filtering,REQUIREMENTS,4073
4075,todo nunoa plot using boxplots,REQUIREMENTS,4075
4076,todo nunoa case,REQUIREMENTS,4076
4077,todo nunoa add histogram inabove percentage nas per row remove todo nunoa logarithmic values todo nunoa boxcox transformation,REQUIREMENTS,4077
4078,todo nunoa color points gradient see colorramppalette for loadings add series nt add legend,REQUIREMENTS,4078
4079,todo nunoa case,REQUIREMENTS,4079
4080,todo check api alive querying data,ARCHITECTURE,4080
4081,todo nunoa increase allowed size warn user wait large files refuse files size greater specified file size gb,CODE,4081
4082,todo nunoa default columns perfect match partial match a partial match would better certain situations,ALGORITHM,4082
4083,todo nunoa render ui data table instead rendering ui s refresh,REQUIREMENTS,4083
4084,todo nunoa maybe could simplified split urls response cohort datestamp,TEST,4084
4085,todo nunoa should try download invalid archives what re constantly invalid only try n times giving,REQUIREMENTS,4085
4086,detect spliceaware aligner used todo nunoa support tophat,REQUIREMENTS,4086
4087,use splice junction location row names todo nunoa case strand ie undefined maybe duplicate entry append positive negative sign,REQUIREMENTS,4087
4088,detect spliceaware aligner used todo nunoa support tophat,REQUIREMENTS,4088
4089,todo nunoa accept strand,CODE,4089
4090,todo ale events baldy formatted two consecutive gene lines remove,CODE,4090
4091,todo nunoa rle consider exons problems finding two consecutive gene mrna,ALGORITHM,4091
4092,by default assumes things may parsable exon skipping todo nunoa make sure intended,ALGORITHM,4092
4093,todo nunoa account comments,CODE,4093
4094,todo nunoa account comment character,CODE,4094
4096,add row names nt work placed reason,DEFECT,4096
4097,todo nunoa if one format recognised check filename helpful distinguishing file,CODE,4097
4099,should file name matched,CODE,4099
4101,slower reduce var fails,ARCHITECTURE,4101
4102,unpermute samples todo awful hack,CODE,4102
4104,this bit cumbersome nt call mocked function directly,CODE,4104
4105,the old aes key secret good,CODE,4105
4106,image formatenvir settings todo fix win platform,ARCHITECTURE,4106
4107,tag regexes todo user customized brew tags added,CODE,4107
4108,ever check complex,CODE,4108
4109,length nt null function called guessl but never know,CODE,4109
4110,examples todo change examples point easy,DOCUMENTATION,4110
4112,todo test lengthlike attributes happens provide min max default correctly nchar default min matchable potential bug dataset value guessinput nametitledescription,TEST,4112
4113,sometimes error computation effective mass fails deal,DEFECT,4113
4114,something skip computation odd let s solve like,DEFECT,4114
4115,skip skip lines hopefully trajectory counter nt start something much larger otherwise ll probably miss trajectories filtering,DEFECT,4115
4116,normalisation need,ALGORITHM,4116
4117,following bit dangerous however principal correlators way build ratio,ALGORITHM,4117
4118,todo this done using constructors,DESIGN,4118
4119,initial values probably optimal,ALGORITHM,4119
4121,do nt even ask,CODE,4121
4122,plot replace avoid wrongly drawn band,DEFECT,4122
4123,todo this set via constructor,DESIGN,4123
4124,this one documented package works,DOCUMENTATION,4124
4125,dirty stuff accomodate cartography,ARCHITECTURE,4125
4126,exclude reference class object generators,DESIGN,4126
4127,annoying stuff trick r cmd check,BUILD,4127
4128,note fragile uncomment lines debug run testsh repo root something goes wrong,TEST,4128
4129,the test fails macos travis mysterious reason expecttrue reporterobj dependencyreporter enclosenv private pkgpath milnepkgpath,TEST,4129
4131,todo test param recoverability covars provided abegeneratedata covars matrix c runif n runif n ncol dimnames list null c x1 x2,TEST,4131
4132,bug fix linda werner found sometimes happend answer null strange read connection blocks nothing read see open details anyway seems timing problem answer matlab sends transfered time in words try little bit later seems work this considered temporary workaround understand really happens hb thomas romary france reported similar problem minutes matlab process added option users set number times intervals sections readresult query matlab hb,DEFECT,4132
4135,fixme if figure calculate checksum returning replacing 4byte tail correct way update checksum hb ex rawcrc rev asraw c 0xf3 0x53 0x5e 0x68,DEFECT,4135
4136,for nt return anything,CODE,4136
4137,note it wo nt fix problem drop checksum zraw zraw length zraw addgzip,DEFECT,4137
4138,not needed anymore,CODE,4138
4139,case happen,CODE,4139
4140,not needed anymore,CODE,4140
4141,not needed anymore,CODE,4141
4142,note case matlab save extra element case meaning might actually contain repeated element if remove hb,ARCHITECTURE,4142
4143,instead applying rowbyrow calculate position sparse element hardcoded fashion,CODE,4143
4145,not needed anymore,CODE,4145
4146,not needed anymore,CODE,4146
4147,not needed anymore,CODE,4147
4148,update array flag tag why hb,CODE,4148
4149,set dimension structure fixme is really correct cf issue hb,CODE,4149
4151,not needed anymore,CODE,4151
4152,note these unknown territories reverse engineered since array typesclasses undocumented mxfunctionclass https githubcomhenrikbengtssonrmatlabissues28 mxopaqueclass https githubcomhenrikbengtssonrmatlabissues32 thread saveingloading symbol table annymous functions octave maintainers aprilmay https listsgnuorgarchivehtmloctavemaintainers200704msg00031html https listsgnuorgarchivehtmloctavemaintainers200705msg00032html,DOCUMENTATION,4152
4153,ad hocspecialillegal case hb,CODE,4153
4154,fixme is really correct cf issue hb should data mat5readmimatrix tag,DEFECT,4154
4155,fixme the following turns vectors arrays onecolumn matrices cf issue hb,ALGORITHM,4155
4158,where externals subdirectory,DEFECT,4158
4159,fixme https githubcomhenrikbengtssonrmatlabissues30 stopifnot allequal data2 a data a allequal data2 x data x allequal data2 data,DEFECT,4159
4160,note could done recursion elegant way let s simpler,CODE,4160
4161,note i started documenting exporting i would need appropriately generalize it currently set mgaussian one i think i nt looked,DESIGN,4161
4162,oh man failed well try really expensive newton optimization,DEFECT,4162
4163,basically version old skip test,TEST,4163
4164,custom types supported standard bib styles treated misc type,REQUIREMENTS,4164
4165,unsupported types converted misc type standard bib styles nt support checking required fields,REQUIREMENTS,4165
4166,ca nt call sortkeysy need ignore sortyear field,CODE,4166
4167,remove bad words ca nt get negative lookahead working,CODE,4167
4168,have assign names manually otherwise fails s one env layer,CODE,4168
4170,checking classes input args the istrue stuff needed r nt know isna raster data barfing error raster passed,DESIGN,4170
4172,having dismo models nt like newdata unfortunately i think finally use statement ranger predict really different,CODE,4172
4173,checking classes input args the istrue stuff needed r nt know isna raster data barfing error raster passed,DESIGN,4173
4174,this weird hack done dismo s evaluate domain function fail stack one layer,CODE,4174
4175,this weird hack done dismo s evaluate function fails stack one layer,CODE,4175
4176,this weird hack done dismo s evaluate function fails stack one layer,CODE,4176
4177,this weird hack done dismo s evaluate maxent function fail stack one layer,CODE,4177
4179,ppmlasso nt really pretty summary moment might come something,REQUIREMENTS,4179
4180,this weird hack done dismo s evaluate function fails stack one layer,CODE,4180
4182,checking classes input args the istrue stuff needed r nt know isna raster data barfing error raster passed,DESIGN,4182
4183,having dismo models nt like newdata unfortunately i think finally use statement ranger predict really different,REQUIREMENTS,4183
4184,recalibrated models the trick set works whether one models recalibrated,ALGORITHM,4184
4185,recalibrated models the trick set works whether one models recalibrated,ALGORITHM,4185
4186,hacked together handle different ways different models keep presence data also grabbing background directly analysis df models info sampling random bg nt,ALGORITHM,4186
4187,this lot crap get names get n supplied works,CODE,4187
4188,doing weird local trick keep qplot making plot,CODE,4188
4189,this longer exported phyloclim i ve copied,DESIGN,4189
4190,comment russell the iberolacerta files nt seem testdata folder tabling fixing it ahli allogus the testdata folder way big anyway need cut absolute minimum necessary,TEST,4190
4192,assign nonuniform probabilities better way prob needs nrow tbl number factor levels,ALGORITHM,4192
4193,take advantage ggplot2 functionality accept function data this needed make possible existence shadepvalue case direction depends actual data adding argument shadepvalue bad also needed warn incorrect usage right tail tests,TEST,4193
4194,output step function evaluate histogram bar heights corresponding ends ie curvefun c xleft xright return vector length two heights first histogram bar stepfun treats input x consequtive semiopen intervals to achieve effect closed intervals pmax trick used,CODE,4194
4195,probably removed,CODE,4195
4197,nocov start,TEST,4197
4198,nocov end,TEST,4198
4200,nocov start,TEST,4200
4201,create source package need nonempty environment otherwise packageskeleton fails,ARCHITECTURE,4201
4202,nocov end,TEST,4202
4204,todo package attached,TEST,4204
4205,todo look using extra grid space draw cartographic map https githubcombaptistegridextrawikigtable https stackoverflowcomquestions30532889ggplotoverlaytwoplots,CODE,4205
4206,todo try link data x spdf,ALGORITHM,4206
4207,bad grid,TEST,4207
4208,c nasty hack,CODE,4208
4209,note nasty hack related multiple issues eg,DEFECT,4209
4210,todo expression might confusing,CODE,4210
4211,todo currently test rendered grid looks like check whether crash,TEST,4211
4212,label chars work,TEST,4212
4213,todo calling function without actually checking anything,TEST,4213
4214,hmisc rcorr provides pvalue matrix nt want introduce dependency,TEST,4214
4215,hack fncall attribute prevent print method overriding,DEFECT,4215
4216,this good case cumul false,DEFECT,4216
4217,hideous hack avoid warning check,BUILD,4217
4218,fails unknown reason calling 00mainr ff4 tobacco stby smoker list gender agegr freq class ff4 ff4 tb ff4 tb,DEFECT,4218
4220,fixme needed better maybe rowsumscolsums,CODE,4220
4221,fixme seems like would need groupw even completedata case scaling scoresh1 groupw g scoresh1,DEFECT,4221
