text,label,document_index
fixme types,CODE,2274
when numeric equal query table sort times limits meaningful this code required slower dates character,ARCHITECTURE,2284
fixme developer sets temporary undocumented debugging,DOCUMENTATION,2287
this code bit tricky modify existing pressure,CODE,2289
fixme may int time,CODE,2295
double resolution although perhaps needed,CODE,2307
fixme maybe scan thing might work better anyway,ARCHITECTURE,2311
bug handle variables interpolate flag,DEFECT,2312
fixme dk sure like following since uses standardized but official source think must check unesco,CODE,2318
fixmegsw add gsw version,REQUIREMENTS,2324
fixme dk sometimes length sure fixme dk files,DEFECT,2339
quite,ARCHITECTURE,2341
why wrong is unit problem,DEFECT,2346
fixme add tests data,TEST,2356
fixme add tests data,TEST,2358
store calls,CODE,2367
todo change fixed threshold option,USABILITY,2380
nocov end,TEST,2384
solution applying method,CODE,2392
todo should check makes sense leave user,USABILITY,2398
todo using keep check fits code,CODE,2400
idea should add color column color if present would take maybe could also add separate parameter specify column name color info that would function quite lot if object attribute,REQUIREMENTS,2401
todo since code growing function merge internal function keep two separate functions api,DESIGN,2402
todo if data try convert testing region set formats used,TEST,2404
to get plot real coverage need build two elements per range one start one end note breaks todo make deal nas data set na,DEFECT,2405
todo implement plot params data,REQUIREMENTS,2416
parameters check todo finish checks,CODE,2417
hack get past cran check length age,BUILD,2429
hack get past cran check,BUILD,2430
todo correct wtatage,CODE,2438
for stop time varying parameters specified todo make existing time varying structure check,ALGORITHM,2444
other todo change spreadsheet level find get output,ALGORITHM,2449
todo sex model may want use rather separate lines sex this sex ratio context em,CODE,2450
todo add,CODE,2451
create empty list store weights todo could bug seq,DEFECT,2458
sample om read list object write back file end running em todo use expdata rather reading file,CODE,2463
todo eventually remove captureoutput uses verbose capture output,CODE,2464
does nt work expected,DEFECT,2475
there kind floating error causes offset value values,DEFECT,2477
this nt allowed see https,DEFECT,2479
keep many extra columns added used function,DESIGN,2484
fixme add body column,CODE,2486
ca nt overwrite namespace unless created trick add rstan stuff else get errors,DOCUMENTATION,2496
fixme,CODE,2497
quick hack,BUILD,2509
cran nt uses full,BUILD,2520
kind subsetting nt seem work earlier,ARCHITECTURE,2521
reason comes files knitr somehow ends vector information,BUILD,2522
show view get selected optimal view get selected,ALGORITHM,2525
relative tolerance optimize no need think,ALGORITHM,2532
hessian could ve case diagonal,ALGORITHM,2536
let gam initialize via,CODE,2542
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT,2552
quick fix problem uk vs,DEFECT,2556
sort regions table ad order may give unexpected results depending locale move style ordering,CODE,2558
think equivalent two single distribution sum alpha,ALGORITHM,2577
need extend levels factors nt show ugly na,CODE,2583
todo add validation,ARCHITECTURE,2590
todo write,CODE,2597
nt necessarily need params,DESIGN,2599
probably needed directly,ALGORITHM,2603
todo signature approach test http,TEST,2607
todo,CODE,2628
todo check keep,CODE,2629
todo check exists,CODE,2637
todo implement something sparse matrices,REQUIREMENTS,2645
todo allow maybe allow applying mixed fixedeffects predictions,REQUIREMENTS,2646
todo parallel true false yield result,DEFECT,2655
these tests fail can test whether still fails commented see https could help use 0l instead rate without rate,DEFECT,2656
todo add test,TEST,2659
keep seed constant cran skip testing cran remove test everything,TEST,2668
nt match exactly moved weight changed,TEST,2669
remove well,CODE,2672
nocov start last updated rlang,TEST,2676
todo switch improved svyquantile,CODE,2680
todo switch improved svyquantile,CODE,2683
bug workaround,DEFECT,2687
that original code fails fix adjusted retention times see issue,DEFECT,2691
todo,ALGORITHM,2700
dangerous re checking correct,ALGORITHM,2710
add results also fix retention times peaks want keep also latest information,TEST,2711
todo data,ALGORITHM,2718
would possible supply data,REQUIREMENTS,2719
function mz todo missing,DEFECT,2723
want plot density lag greater used model stop,REQUIREMENTS,2738
todo get lambda param,CODE,2753
save model outloc todo make input temp location,ARCHITECTURE,2770
save model outloc todo make input temp location,ARCHITECTURE,2774
todo add checks inputs valid,CODE,2780
save actual values metadata todo exists parent fixed bug null,DEFECT,2781
test,TEST,2787
todo add input checks test options fftempdir getwd,TEST,2789
world map clean may take sec two let clean ideal may move back main code maybe first time need,ARCHITECTURE,2806
convenience compute sigma mu,CODE,2813
fixme assumes truncation handle truncation without,DEFECT,2823
package used,CODE,2829
use quickanddirty way,CODE,2834
parameters,DESIGN,2836
todo first definition,CODE,2847
fixme handled,REQUIREMENTS,2854
see lines avoid fixedx errors probably needed diff lavmodel lavmodel lavpartable lavpartable lavsamplestats lavoptions lavoptions lavdata lavdata measure measure,DEFECT,2858
constraints one parameter label lhs fixme handle eg b1 b2 see,DEFECT,2871
todo large probably smaller functions,DESIGN,2874
always ignore tail this always good good otherwise,DEFECT,2877
get properties todo takes first object,DEFECT,2880
coping weird test behaviour cran rdevel,TEST,2888
fixme is reference still needed row col,CODE,2896
todo need add fields convenience things like,REQUIREMENTS,2921
put order,CODE,2922
todo double check unit,REQUIREMENTS,2924
hack should solved adding name generic,CODE,2927
hack should solved adding name generic,CODE,2929
array terrible hack diagonal,CODE,2931
show todo show median var,USABILITY,2948
todo check vs mat,CODE,2952
check todo,CODE,2954
todo check ok,DEFECT,2961
for elements type,DESIGN,2962
first remove entries dealing team events think ve team show certain cases could nt see need remove others case,CODE,2965
ignoring gets weird,CODE,2966
reduce number,ALGORITHM,2973
no directed not sure would handled multiple entries ok,REQUIREMENTS,2982
should change names,CODE,2998
nocov end,TEST,3002
nocov start,TEST,3007
document need specify name null end,DOCUMENTATION,3018
nocov start,TEST,3019
nocov start,TEST,3021
nocov start,TEST,3026
nocov end,TEST,3028
nocov end,TEST,3030
nocov start,TEST,3031
making s3 class might useful what think,DESIGN,3039
work raw matrices rather class avoid matrix rep na d1 d1 d1 d1,CODE,3040
kmp work eof object added temporary fix eof object field season this could result information,DEFECT,3045
attempt set size automatically fails ss list,TEST,3047
for reason column names newdata hence xnames used enforce names x1 x2 xnames paste sep,CODE,3054
kmp changed include model is reason copy model,CODE,3056
available data not run,DEFECT,3059
end hack use reb,CODE,3061
make sure ratio nan zero put zero back temp stupid fix,PEOPLE,3079
qc fails,DEFECT,3082
we nt really end,CODE,3084
todo necessary seems,CODE,3092
try method work good either throw error,DEFECT,3094
fixme blank entries result closing tags eml written file need function set elements value null,DEFECT,3100
fixme blank entries result closing tags eml written file need function set elements value null,DEFECT,3101
fixme calculate precision numeric attributes added attributes template precision manually defined metadata,REQUIREMENTS,3105
remaining removed fixme update look characters date time format string character set eg implement metadata quality check functions see github issue,CODE,3114
change raster class coercion raster extract nb indexes slow,ARCHITECTURE,3118
needs,CODE,3119
manually quantile works character vectors todo what happens breaks unique test,TEST,3126
todo rewrite sample data,TEST,3134
otscreatetidydata fails nonexisting product code,CODE,3142
otscreatetidydata fails country string,CODE,3145
otscreatetidydata fails multiple country match,CODE,3147
work move time,DEFECT,3150
todo should add checks like na values maybe tests final samples issue nas similar,TEST,3164
as tests might fail,TEST,3168
fixme throw,USABILITY,3170
fixme put better name basically reps data scalar median observations,CODE,3175
extend levels global later,ALGORITHM,3180
given potentially present exactly model fitted,TEST,3186
