comment,debt
fixme allow mran repositories appropriate dates biocmanager version pattern snapshot digit digit digit issnapshot grepl pattern repos issnapshot,BUILD
nocov start compatpurrr last updated rlang,TEST
nocov end,TEST
need add packages todo table,BUILD
need readd packages done already new releases,BUILD
todo better way get version maintainer never null,CODE
not used methods simplifies debugging,CODE
todo depsinstalling,CODE
todo exclude variables via exclude,CODE
temporary proper updating implemented,CODE
todo need spfakeformula attr allvars spfakeformula unimo unime unimi,ALGORITHM
todo decide intuitive updating behavior,REQUIREMENTS
workaround get transparent lines,CODE
todo specify splinerelated matrices data2,CODE
todo rename y,CODE
bounds required predicting new missing values required stan right bounds hardcoded,CODE
todo use column names rtdists output,CODE
todo deprecate three arguments,CODE
todo move specification threshold respthres function,CODE
todo avoid special case changing naming conventions,CODE
required loosubsample method computing point estimate based full prep object difficult due highly nested structure as alternative second prep object created point estimates samples directly,ALGORITHM
discussion aki vehtari daniel simpson i disallowed computation loglikelihood values models pointwise solutions implemented,PEOPLE
due stacking chains multiple models efficiency computations likely incorrect assume relative efficiency,ALGORITHM
due stacking chains multiple models efficiency computations likely incorrect assume relative efficiency,ALGORITHM
ensure deprecated arguments still work param arg input new argument param alias input deprecated argument param default default value alias param warn warning printed alias specified,CODE
censored responses misleading displayed ppcheck,USABILITY
todo reuse existing levels predictions represent indices length unique jme,REQUIREMENTS
todo define select according parameter names position store samples corresponding data output special grouplevel terms mo mi,REQUIREMENTS
name extractdraws deprecated brms remove eventually brms,CODE
todo extend boundary interface parameter classes,DESIGN
paretok setting,REQUIREMENTS
temporary fix issue fixed rstan,DEFECT
optionally also restructure rstan summary todo remove point summarybrmsfit longer requires,CODE
todo include functions selectively,DESIGN
todo include functions selectively,DESIGN
truncated part likelihood param short use t syntax,CODE
define priors parameters stan language param prior object class brmsprior param class parameter class param coef coefficients class param group name grouping factor param type stan type used definition parameter type empty parameter initialized inside stanprior param dim stan array dimension specified parameter name merged suffix latter apply individual coefficients dim todo decide whether support arrays parameters alternative would specify elements directly parameters param coeftype stan type used definition individual parameter coefficients relevant mixing estimated fixed coefficients param prefix prefix put parameter class param suffix suffix put parameter class param broadcast stan type prior broadcasted order handle vectorized prior statements supported values vector matrix param comment character string containing comment parameter param px list dataframe subset prior return named list character strings stan language,REQUIREMENTS
todo find better solution handle case happen sd parameters id,CODE
tovector removed parameter names,CODE
exclude priors depend priors todo enable sampling priors well,ALGORITHM
todo pass ybounds via standata instead hardcoding,CODE
todo use rstan monitor instead clean stable,BUILD
todo align column names summary outputs methods,CODE
todo better printing correlation structures,CODE
todo restructure updating model formula,CODE
nt test requires calling stan s c code,TEST
nt test requires calling stan s c code,TEST
fails travis strange reason r2 sw loor2 fit6 expectequal length r2,TEST
test error messages,TEST
fails mkl unknown reasons expectequal waic1 sw waic fit1,TEST
fails mkl unknown reasons expectequal waic fit1 fit1 criteria waic,TEST
reason exposestanfunctions nt work within r cmd check,BUILD
this dataobject created downloading object repository size object downlaod large downloading data deferred now user trying get data download data regardless size todo request may fail data nt publicly readable nt request nt use dataone authorized request ie dataone getobject,DEFECT
note dataone version removerelationships parameter order maintain behaviour release relationships deleted default,ALGORITHM
hard coded get dataone package future,CODE
todo x replica,DESIGN
todo sysmeta replica really needed anything low priority add v2 elements,DESIGN
fails check test issue expectmessage citiessqlite etlcreate loading,TEST
create src file todo load packages current workspace see packages,BUILD
todo find enable caching,ARCHITECTURE
todo current width less format identifier column,CODE
todo header,CODE
breaks computed data read data bands get good sample pixels todo avoid reading data twice,DEFECT
todo clean graphics state,USABILITY
todo add interpolate argument,CODE
todo add interpolate argument,CODE
create src file todo load packages current workspace see packages,BUILD
vector length n returned elements interpreted new bands output fixme automatically find whether values refer band time,CODE
set sure nothing freeze hopefully,ARCHITECTURE
fixme is better way handle,CODE
fixme was previously cvfolds,CODE
there s real reason loop column names,CODE
fixme,DEFECT
hack correction inf label inf minvalue,CODE
todo clean code duplication add naaction eval functions change multiplier alpha confidence,DESIGN
todo check seq models,CODE
todo check seq models,CODE
todo add epsilon todo add exclusion list preproc,ALGORITHM
todo use foreach parallelize,CODE
todo make input vector indicies,CODE
todo save parts need inside loop,CODE
todo save parts need inside loop,CODE
todo save parts need inside loop,CODE
todo use factor format x make solid block colors,CODE
todo x make argument save prediction probabilities x adapt code average predictionsprobabilities use trainrfesbf saved prediction function make predictions ensemble x change nrow average completecases x detect class prob column names drop last one x breakout n code nt converted character x call oob oobpred make oobpredlist smaller create new function real work test test test,TEST
sample nt work surv objects,DEFECT
add model averaging check predict method formula interface handle variable imp,ALGORITHM
aggregate average classwise stats todo add weights res support two classes well,REQUIREMENTS
todo convert character classification,CODE
todo this moved inside pca ica code done centering scaling,DESIGN
todo what range used,CODE
todo prob us vars next line,CODE
the formula interface much slower x interface latter would casewise deletion samples training set,ARCHITECTURE
todo make sure var ignore nowhere else remove,CODE
todo get away since finds object spaces,CODE
todo get away since finds object spaces,DESIGN
todo make function,DESIGN
predictors selected,REQUIREMENTS
todo relax constraint let ngative length,ALGORITHM
todo relax constraint let ngative length,ALGORITHM
todo add check method execute,CODE
in case prediction bounds used compute limits for store control object since gets passed everywhere,DEFECT
surv todo modify defaultsummary surv objects,CODE
todo used give resampled results loo,CODE
need double colon,CODE
in case prediction bounds used compute limits for store control object since gets passed everywhere,ALGORITHM
todo recipe fails,ALGORITHM
todo check seq models,CODE
todo check seq models,CODE
administration kept environment maybe elegant solution,ALGORITHM
todo incomplete trees max zoom level lower test postal courier activities,TEST
trick prevent internal datatable copy return,CODE
trick r cmd check trick r cmd check trick r cmd check trick r cmd check,BUILD
trick r cmd check trick r cmd check trick r cmd check trick r cmd check,BUILD
trick r cmd check trick r cmd check trick r cmd check trick r cmd check trick r cmd check,BUILD
get gamma da put function elsewhere,DESIGN
todo convert string time posixct something,CODE
important note distance matrix specified running time consuming much choosing range fixed bandwidth p range ca nt decided boundary box,ARCHITECTURE
important note distance matrix specified running time consuming much choosing range fixed bandwidth p range ca nt decided boundary box,ARCHITECTURE
important note distance matrix specified running time consuming much choosing range fixed bandwidth p range ca nt decided boundary box,ARCHITECTURE
to worked the outputs focus point include observed fitted residual standardised residual parameter estimates standard errors parameter estimates pseudot values belseykuhwelsh condition number variance inflation factors variance decomposition proportions,ALGORITHM
replace old code something faster also replaced way bit faster had replace spearmans rho function supplied one correct weighted version,ARCHITECTURE
todo mean use ttest factors what else count test warn characterfactors mean add multivariate hotelling ks ok factors do qqplot add methods regs once converted objects add example bettet output documentation,REQUIREMENTS
